-- west build: running target ram_report
[0/1] cmd.exe /C "cd /D C:\ncs\ws-2.9.1\cpg-ble-reference\central_hids\build_nrf54l15_feat10_opt_lto\central_hids && C:\ncs\toolchains\b620d30767\opt\bin\python.exe C:/ncs/v2.9.1/zephyr/scripts/footprint/size_report -k C:/ncs/ws-2.9.1/cpg-ble-reference/central_hids/build_nrf54l15_feat10_opt_lto/central_hids/zephyr/zephyr.elf -z C:/ncs/v2.9.1/zephyr -o C:/ncs/ws-2.9.1/cpg-ble-reference/central_hids/build_nrf54l15_feat10_opt_lto/central_hids --workspace=C:/ncs/v2.9.1 -d 99 ram"
Path                                                                                             Size       %  Address    Section    
==========================================================================================================================================
Root                                                                                            86901 100.00%  - 
├── (hidden)                                                                                    31868  36.67%  - 
├── (no paths)                                                                                  55013  63.31%  - 
│   ├── CMD_ECC_PTMUL.lto_priv.0                                                                   20   0.02%  0x0003563c rodata
│   ├── CMD_ECC_PTONCURVE                                                                          20   0.02%  0x00035c84 rodata
│   ├── CSWTCH.1079                                                                                 3   0.00%  0x0003a82d rodata
│   ├── CSWTCH.11                                                                                  12   0.01%  0x00035bb4 rodata
│   ├── CSWTCH.1141                                                                                 5   0.01%  0x0003a7bf rodata
│   ├── CSWTCH.16011.lto_priv.0                                                                    42   0.05%  0x0003a7c4 rodata
│   ├── CSWTCH.16039                                                                               10   0.01%  0x0003a7ee rodata
│   ├── CSWTCH.2153                                                                                 3   0.00%  0x0003a830 rodata
│   ├── CSWTCH.22                                                                                   3   0.00%  0x0003cbef rodata
│   ├── CSWTCH.36                                                                                   3   0.00%  0x0003cbec rodata
│   ├── CSWTCH.43                                                                                  12   0.01%  0x00035ba8 rodata
│   ├── CSWTCH.489                                                                                 20   0.02%  0x000357b8 rodata
│   ├── CSWTCH.8466                                                                                15   0.02%  0x0003c313 rodata
│   ├── CSWTCH.8468                                                                                 9   0.01%  0x0003c2a1 rodata
│   ├── CSWTCH.8471                                                                                 8   0.01%  0x0003c322 rodata
│   ├── CSWTCH.9322.lto_priv.0                                                                     36   0.04%  0x000356b0 rodata
│   ├── SystemCoreClock                                                                             4   0.00%  0x20000904 datas
│   ├── __compound_literal.0                                                                        4   0.00%  0x00037664 rodata
│   ├── __compound_literal.0                                                                        8   0.01%  0x00035a98 rodata
│   ├── __compound_literal.0                                                                        4   0.00%  0x000376c0 rodata
│   ├── __compound_literal.1                                                                       17   0.02%  0x0003a7ae rodata
│   ├── __compound_literal.1                                                                        4   0.00%  0x000376bc rodata
│   ├── __compound_literal.10                                                                       8   0.01%  0x20000804 datas
│   ├── __compound_literal.10                                                                       4   0.00%  0x000376a8 rodata
│   ├── __compound_literal.11                                                                      17   0.02%  0x0003a78c rodata
│   ├── __compound_literal.11                                                                       4   0.00%  0x000376a0 rodata
│   ├── __compound_literal.12                                                                       8   0.01%  0x20000c2c datas
│   ├── __compound_literal.13                                                                       4   0.00%  0x000376a4 rodata
│   ├── __compound_literal.14                                                                       4   0.00%  0x00037694 rodata
│   ├── __compound_literal.15                                                                       4   0.00%  0x00037690 rodata
│   ├── __compound_literal.16                                                                       4   0.00%  0x0003768c rodata
│   ├── __compound_literal.17                                                                       4   0.00%  0x00037670 rodata
│   ├── __compound_literal.18                                                                       8   0.01%  0x20000918 datas
│   ├── __compound_literal.19                                                                       4   0.00%  0x00037688 rodata
│   ├── __compound_literal.2                                                                        4   0.00%  0x00037660 rodata
│   ├── __compound_literal.2                                                                        4   0.00%  0x000376b8 rodata
│   ├── __compound_literal.20                                                                       4   0.00%  0x00037684 rodata
│   ├── __compound_literal.21                                                                       4   0.00%  0x00037680 rodata
│   ├── __compound_literal.22                                                                       4   0.00%  0x0003766c rodata
│   ├── __compound_literal.23                                                                       8   0.01%  0x20000910 datas
│   ├── __compound_literal.24                                                                       4   0.00%  0x0003767c rodata
│   ├── __compound_literal.25                                                                       4   0.00%  0x00037678 rodata
│   ├── __compound_literal.26                                                                       4   0.00%  0x00037668 rodata
│   ├── __compound_literal.27                                                                       8   0.01%  0x20000908 datas
│   ├── __compound_literal.28                                                                       4   0.00%  0x00037674 rodata
│   ├── __compound_literal.3                                                                       17   0.02%  0x0003a77b rodata
│   ├── __compound_literal.3                                                                        4   0.00%  0x00037698 rodata
│   ├── __compound_literal.4                                                                        8   0.01%  0x20000830 datas
│   ├── __compound_literal.4                                                                        8   0.01%  0x20000c3c datas
│   ├── __compound_literal.5                                                                       17   0.02%  0x0003a79d rodata
│   ├── __compound_literal.5                                                                        4   0.00%  0x000376b4 rodata
│   ├── __compound_literal.6                                                                        4   0.00%  0x0003765c rodata
│   ├── __compound_literal.6                                                                        4   0.00%  0x000376b0 rodata
│   ├── __compound_literal.7                                                                       36   0.04%  0x2000080c datas
│   ├── __compound_literal.7                                                                        4   0.00%  0x0003769c rodata
│   ├── __compound_literal.8                                                                        4   0.00%  0x00037658 rodata
│   ├── __compound_literal.8                                                                        8   0.01%  0x20000c34 datas
│   ├── __compound_literal.9                                                                       17   0.02%  0x0003a76a rodata
│   ├── __compound_literal.9                                                                        4   0.00%  0x000376ac rodata
│   ├── __dev_dt_meta_dts_ord_10.lto_priv.0                                                         4   0.00%  0x00035a48 rodata
│   ├── __dev_dt_meta_dts_ord_102.lto_priv.0                                                        4   0.00%  0x00035550 rodata
│   ├── __dev_dt_meta_dts_ord_113.lto_priv.0                                                        4   0.00%  0x000356a0 rodata
│   ├── __dev_dt_meta_dts_ord_117                                                                   4   0.00%  0x00035ac8 rodata
│   ├── __dev_dt_meta_dts_ord_118                                                                   4   0.00%  0x00035b20 rodata
│   ├── __dev_dt_meta_dts_ord_12.lto_priv.0                                                         4   0.00%  0x00035a64 rodata
│   ├── __dev_dt_meta_dts_ord_122                                                                   4   0.00%  0x000355c8 rodata
│   ├── __dev_dt_meta_dts_ord_23                                                                    4   0.00%  0x00035aac rodata
│   ├── __dev_dt_meta_dts_ord_3                                                                     4   0.00%  0x00035b60 rodata
│   ├── __dev_dt_meta_dts_ord_4.lto_priv.0                                                          4   0.00%  0x00035694 rodata
│   ├── __dev_dt_meta_dts_ord_57.lto_priv.0                                                         4   0.00%  0x00035b6c rodata
│   ├── __dev_dt_nodelabels_dts_ord_10.lto_priv.0                                                   8   0.01%  0x00035a2c rodata
│   ├── __dev_dt_nodelabels_dts_ord_102.lto_priv.0                                                  8   0.01%  0x00035528 rodata
│   ├── __dev_dt_nodelabels_dts_ord_113.lto_priv.0                                                  8   0.01%  0x00035698 rodata
│   ├── __dev_dt_nodelabels_dts_ord_117                                                             8   0.01%  0x00035a90 rodata
│   ├── __dev_dt_nodelabels_dts_ord_118                                                             8   0.01%  0x00035b18 rodata
│   ├── __dev_dt_nodelabels_dts_ord_12.lto_priv.0                                                   8   0.01%  0x00035a34 rodata
│   ├── __dev_dt_nodelabels_dts_ord_122                                                             8   0.01%  0x000355c0 rodata
│   ├── __dev_dt_nodelabels_dts_ord_23                                                              8   0.01%  0x00035a88 rodata
│   ├── __dev_dt_nodelabels_dts_ord_3                                                               8   0.01%  0x00035b58 rodata
│   ├── __dev_dt_nodelabels_dts_ord_4.lto_priv.0                                                    8   0.01%  0x0003568c rodata
│   ├── __dev_dt_nodelabels_dts_ord_57.lto_priv.0                                                   8   0.01%  0x00035b64 rodata
│   ├── __devstate_dts_ord_10.lto_priv.0                                                            2   0.00%  0x20000c5d device_states
│   ├── __devstate_dts_ord_102.lto_priv.0                                                           2   0.00%  0x20000c55 device_states
│   ├── __devstate_dts_ord_113.lto_priv.0                                                           2   0.00%  0x20000c5b device_states
│   ├── __devstate_dts_ord_117                                                                      2   0.00%  0x20000c63 device_states
│   ├── __devstate_dts_ord_118                                                                      2   0.00%  0x20000c65 device_states
│   ├── __devstate_dts_ord_12.lto_priv.0                                                            2   0.00%  0x20000c5f device_states
│   ├── __devstate_dts_ord_122                                                                      2   0.00%  0x20000c57 device_states
│   ├── __devstate_dts_ord_23                                                                       2   0.00%  0x20000c61 device_states
│   ├── __devstate_dts_ord_3                                                                        2   0.00%  0x20000c67 device_states
│   ├── __devstate_dts_ord_4.lto_priv.0                                                             2   0.00%  0x20000c59 device_states
│   ├── __devstate_dts_ord_57.lto_priv.0                                                            2   0.00%  0x20000c69 device_states
│   ├── __isr_table_entry_cracen_isr_handler_irq_1.1                                                8   0.01%  0x0003de90 rodata
│   ├── __isr_table_entry_mpsl_low_prio_irq_handler_irq_11.1                                        8   0.01%  0x0003dd30 rodata
│   ├── __isr_table_entry_nrfx_isr_irq_1.1.lto_priv.0                                               8   0.01%  0x0003dea0 rodata
│   ├── __isr_table_entry_nrfx_isr_irq_1.1.lto_priv.1                                               8   0.01%  0x0003e370 rodata
│   ├── __isr_table_entry_nrfx_isr_irq_1.3                                                          8   0.01%  0x0003e328 rodata
│   ├── __isr_table_entry_nrfx_isr_irq_1.4                                                          8   0.01%  0x0003e478 rodata
│   ├── __isr_table_entry_nrfx_isr_irq_3.1                                                          8   0.01%  0x0003e4b8 rodata
│   ├── __isr_table_entry_uarte_nrfx_isr_int_irq_83.1                                               8   0.01%  0x0003e280 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_536                                                    8   0.01%  0x0003dc50 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_537                                                    8   0.01%  0x0003dc58 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_538                                                    8   0.01%  0x0003dc60 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_539                                                    8   0.01%  0x0003dc68 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_540                                                    8   0.01%  0x0003dc70 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_541                                                    8   0.01%  0x0003dc78 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_542                                                    8   0.01%  0x0003dc80 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_543                                                    8   0.01%  0x0003dc88 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_544                                                    8   0.01%  0x0003dc90 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_545                                                    8   0.01%  0x0003dc98 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_546                                                    8   0.01%  0x0003dca0 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_547                                                    8   0.01%  0x0003dca8 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_548                                                    8   0.01%  0x0003dcb0 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_549                                                    8   0.01%  0x0003dcb8 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_550                                                    8   0.01%  0x0003dcc0 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_551                                                    8   0.01%  0x0003dcc8 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_552                                                    8   0.01%  0x0003dcd0 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_553                                                    8   0.01%  0x0003dcd8 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_554                                                    8   0.01%  0x0003dce0 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_555                                                    8   0.01%  0x0003dce8 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_556                                                    8   0.01%  0x0003dcf0 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_557                                                    8   0.01%  0x0003dcf8 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_558                                                    8   0.01%  0x0003dd00 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_559                                                    8   0.01%  0x0003dd08 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_560                                                    8   0.01%  0x0003dd10 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_561                                                    8   0.01%  0x0003dd18 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_562                                                    8   0.01%  0x0003dd20 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_563                                                    8   0.01%  0x0003dd28 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_564                                                    8   0.01%  0x0003dd38 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_565                                                    8   0.01%  0x0003dd40 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_566                                                    8   0.01%  0x0003dd48 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_567                                                    8   0.01%  0x0003dd50 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_568                                                    8   0.01%  0x0003dd58 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_569                                                    8   0.01%  0x0003dd60 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_570                                                    8   0.01%  0x0003dd68 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_571                                                    8   0.01%  0x0003dd70 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_572                                                    8   0.01%  0x0003dd78 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_573                                                    8   0.01%  0x0003dd80 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_574                                                    8   0.01%  0x0003dd88 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_575                                                    8   0.01%  0x0003dd90 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_576                                                    8   0.01%  0x0003dd98 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_577                                                    8   0.01%  0x0003dda0 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_578                                                    8   0.01%  0x0003dda8 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_579                                                    8   0.01%  0x0003ddb0 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_580                                                    8   0.01%  0x0003ddb8 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_581                                                    8   0.01%  0x0003ddc0 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_582                                                    8   0.01%  0x0003ddc8 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_583                                                    8   0.01%  0x0003ddd0 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_584                                                    8   0.01%  0x0003ddd8 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_585                                                    8   0.01%  0x0003dde0 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_586                                                    8   0.01%  0x0003dde8 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_587                                                    8   0.01%  0x0003ddf0 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_588                                                    8   0.01%  0x0003ddf8 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_589                                                    8   0.01%  0x0003de00 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_590                                                    8   0.01%  0x0003de08 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_591                                                    8   0.01%  0x0003de10 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_592                                                    8   0.01%  0x0003de18 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_593                                                    8   0.01%  0x0003de20 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_594                                                    8   0.01%  0x0003de28 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_595                                                    8   0.01%  0x0003de30 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_596                                                    8   0.01%  0x0003de38 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_597                                                    8   0.01%  0x0003de40 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_598                                                    8   0.01%  0x0003de48 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_599                                                    8   0.01%  0x0003de50 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_600                                                    8   0.01%  0x0003de58 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_601                                                    8   0.01%  0x0003de60 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_602                                                    8   0.01%  0x0003de68 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_603                                                    8   0.01%  0x0003de70 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_604                                                    8   0.01%  0x0003de78 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_605                                                    8   0.01%  0x0003de80 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_606                                                    8   0.01%  0x0003de88 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_607                                                    8   0.01%  0x0003de98 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_608                                                    8   0.01%  0x0003dea8 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_609                                                    8   0.01%  0x0003deb0 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_610                                                    8   0.01%  0x0003deb8 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_611                                                    8   0.01%  0x0003dec0 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_612                                                    8   0.01%  0x0003dec8 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_613                                                    8   0.01%  0x0003ded0 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_614                                                    8   0.01%  0x0003ded8 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_615                                                    8   0.01%  0x0003dee0 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_616                                                    8   0.01%  0x0003dee8 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_617                                                    8   0.01%  0x0003def0 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_618                                                    8   0.01%  0x0003def8 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_619                                                    8   0.01%  0x0003df00 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_620                                                    8   0.01%  0x0003df08 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_621                                                    8   0.01%  0x0003df10 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_622                                                    8   0.01%  0x0003df18 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_623                                                    8   0.01%  0x0003df20 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_624                                                    8   0.01%  0x0003df28 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_625                                                    8   0.01%  0x0003df30 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_626                                                    8   0.01%  0x0003df38 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_627                                                    8   0.01%  0x0003df40 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_628                                                    8   0.01%  0x0003df48 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_629                                                    8   0.01%  0x0003df50 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_630                                                    8   0.01%  0x0003df58 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_631                                                    8   0.01%  0x0003df60 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_632                                                    8   0.01%  0x0003df68 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_633                                                    8   0.01%  0x0003df70 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_634                                                    8   0.01%  0x0003df78 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_635                                                    8   0.01%  0x0003df80 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_636                                                    8   0.01%  0x0003df88 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_637                                                    8   0.01%  0x0003df90 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_638                                                    8   0.01%  0x0003df98 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_639                                                    8   0.01%  0x0003dfa0 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_640                                                    8   0.01%  0x0003dfa8 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_641                                                    8   0.01%  0x0003dfb0 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_642                                                    8   0.01%  0x0003dfb8 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_643                                                    8   0.01%  0x0003dfc0 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_644                                                    8   0.01%  0x0003dfc8 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_645                                                    8   0.01%  0x0003dfd0 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_646                                                    8   0.01%  0x0003dfd8 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_647                                                    8   0.01%  0x0003dfe0 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_648                                                    8   0.01%  0x0003dfe8 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_649                                                    8   0.01%  0x0003dff0 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_650                                                    8   0.01%  0x0003dff8 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_651                                                    8   0.01%  0x0003e000 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_652                                                    8   0.01%  0x0003e008 rodata
│   ├── __isr_table_entry_z_irq_spurious_irq_653                                                    8   0.01%  0x0003e010 rodata
