-- west build: running target rom_report
[0/1] cmd.exe /C "cd /D C:\ncs\ws-turkana\logi_reference\p_hids_keyb\build_nrf54l15_feat3\p_hids_keyb && C:\ncs\toolchains\b620d30767\opt\bin\python.exe C:/ncs/vturkana/zephyr/scripts/footprint/size_report -k C:/ncs/ws-turkana/logi_reference/p_hids_keyb/build_nrf54l15_feat3/p_hids_keyb/zephyr/zephyr.elf -z C:/ncs/vturkana/zephyr -o C:/ncs/ws-turkana/logi_reference/p_hids_keyb/build_nrf54l15_feat3/p_hids_keyb --workspace=C:/ncs/vturkana -d 99 rom"
Path                                                                                             Size       %  Address    Section    
==========================================================================================================================================
Root                                                                                           197008 100.00%  - 
├── (hidden)                                                                                    76959  39.06%  - 
├── (no paths)                                                                                   6745   3.42%  - 
│   ├── CSWTCH.100                                                                                 12   0.01%  0x0002cf20 rodata
│   ├── CSWTCH.12                                                                                  58   0.03%  0x0002c336 rodata
│   ├── CSWTCH.120                                                                                  3   0.00%  0x0002c464 rodata
│   ├── CSWTCH.127                                                                                  4   0.00%  0x0002c44c rodata
│   ├── CSWTCH.130                                                                                 16   0.01%  0x0002c5f8 rodata
│   ├── CSWTCH.139                                                                                  4   0.00%  0x0002c3df rodata
│   ├── CSWTCH.144                                                                                  4   0.00%  0x0002c3be rodata
│   ├── CSWTCH.153                                                                                 15   0.01%  0x0002ed63 rodata
│   ├── CSWTCH.155                                                                                  9   0.00%  0x0002ed5a rodata
│   ├── CSWTCH.158                                                                                  8   0.00%  0x0002ed52 rodata
│   ├── CSWTCH.163                                                                                  4   0.00%  0x0002c1dc rodata
│   ├── CSWTCH.171                                                                                  8   0.00%  0x0002c5f0 rodata
│   ├── CSWTCH.176                                                                                  4   0.00%  0x0002c154 rodata
│   ├── CSWTCH.18                                                                                   3   0.00%  0x0002c640 rodata
│   ├── CSWTCH.18                                                                                   8   0.00%  0x0002c65c rodata
│   ├── CSWTCH.20                                                                                   8   0.00%  0x0002c664 rodata
│   ├── CSWTCH.21                                                                                   8   0.00%  0x0002c66c rodata
│   ├── CSWTCH.22                                                                                  12   0.01%  0x0002cdc8 rodata
│   ├── CSWTCH.22                                                                                   3   0.00%  0x0002eefa rodata
│   ├── CSWTCH.29                                                                                   4   0.00%  0x0002c3c4 rodata
│   ├── CSWTCH.3                                                                                    4   0.00%  0x0002c63c rodata
│   ├── CSWTCH.30                                                                                   7   0.00%  0x0002c68c rodata
│   ├── CSWTCH.303                                                                                  4   0.00%  0x0002c398 rodata
│   ├── CSWTCH.310                                                                                  3   0.00%  0x0002ecf4 rodata
│   ├── CSWTCH.312                                                                                  3   0.00%  0x0002c39c rodata
│   ├── CSWTCH.317                                                                                 42   0.02%  0x0002ecca rodata
│   ├── CSWTCH.32                                                                                   3   0.00%  0x0002c3dc rodata
│   ├── CSWTCH.327                                                                                  9   0.00%  0x0002c2b3 rodata
│   ├── CSWTCH.33                                                                                  18   0.01%  0x0002eee5 rodata
│   ├── CSWTCH.338                                                                                  3   0.00%  0x0002c2b0 rodata
│   ├── CSWTCH.34                                                                                   3   0.00%  0x0002c508 rodata
│   ├── CSWTCH.35                                                                                   4   0.00%  0x0002c2ec rodata
│   ├── CSWTCH.36                                                                                   3   0.00%  0x0002eef7 rodata
│   ├── CSWTCH.36                                                                                   4   0.00%  0x0002c18e rodata
│   ├── CSWTCH.37                                                                                   4   0.00%  0x0002c2f0 rodata
│   ├── CSWTCH.38                                                                                   4   0.00%  0x0002c18a rodata
│   ├── CSWTCH.380                                                                                  4   0.00%  0x0002c276 rodata
│   ├── CSWTCH.382                                                                                  3   0.00%  0x0002c280 rodata
│   ├── CSWTCH.390                                                                                  5   0.00%  0x0002c288 rodata
│   ├── CSWTCH.391                                                                                  5   0.00%  0x0002c283 rodata
│   ├── CSWTCH.392                                                                                  5   0.00%  0x0002c28d rodata
│   ├── CSWTCH.393                                                                                  5   0.00%  0x0002c292 rodata
│   ├── CSWTCH.40                                                                                   4   0.00%  0x0002c500 rodata
│   ├── CSWTCH.41                                                                                   9   0.00%  0x0002c26c rodata
│   ├── CSWTCH.44                                                                                  12   0.01%  0x0002cd74 rodata
│   ├── CSWTCH.46                                                                                   4   0.00%  0x0002c504 rodata
│   ├── CSWTCH.473                                                                                 18   0.01%  0x0002eed3 rodata
│   ├── CSWTCH.568                                                                                  3   0.00%  0x0002c187 rodata
│   ├── CSWTCH.59                                                                                  12   0.01%  0x0002cdd4 rodata
│   ├── CSWTCH.6                                                                                    4   0.00%  0x0002c1f4 rodata
│   ├── CSWTCH.61                                                                                   8   0.00%  0x0002c250 rodata
│   ├── CSWTCH.64                                                                                   3   0.00%  0x0002c52c rodata
│   ├── CSWTCH.64                                                                                   6   0.00%  0x0002c7a7 rodata
│   ├── CSWTCH.7                                                                                   12   0.01%  0x0002cec8 rodata
