uuid,level,name,std2.8.0,std2.9.0,std2.9.0(%),std3.0.1,std3.0.1(%)
02-36e3252034447fad7e24ac6e5520c89a,2,__l_vfprintf,1204,1204,0.0,1204,0.0
02-37116fb118c85a0a3d4808cc56c490a8,2,mpsl_fem_utils_available_cc_channels_cache,64,64,0.0,64,0.0
02-37247a44a7549e18c0b734da14579da3,2,ocrypto_sc_p256_from32bytes,84,84,0.0,,
02-386ded15827584aee3f64bf5b5b7b443,2,sdc_hci_get,32,32,0.0,32,0.0
02-38d7b76b771634bb6aaae4ffde5922a8,2,_sw_isr_table,2168,2168,0.0,2168,0.0
02-3b68c8058a2d6ba9e002a0bf8348e2f5,2,var_str.0,16,16,0.0,16,0.0
02-3e57d9c6a6f211662b3469b4920886b9,2,ops.1,40,40,0.0,,
02-40107b4903bf893c5c2d378bad0078cb,2,sdc_hci_cmd_le_add_device_to_filter_accept_list,4,4,0.0,4,0.0
02-41be535153c4b535bc9d0a610d3bd66b,2,stderr,,,,4,
02-427d22b2582ea2c78bf73f049a83f08f,2,sdc_hci_cmd_cb_set_event_mask,10,10,0.0,10,0.0
02-4287a4df4ae50ebfb8cb668ef27e7b98,2,memcmp,32,32,0.0,32,0.0
02-44bc0db5d2dd6c5374bff9488d9fe398,2,sdc_hci_cmd_lc_read_remote_version_information,4,4,0.0,4,0.0
02-44f0cbab43d4061c1dc047bd6a579531,2,sym_*,65250,65084,-0.25,64844,-0.62
02-4652480a53d1dd1883fa73da28d772b7,2,mpsl_calibration_timer_handle,4,4,0.0,28,600.0
02-4687293ff1fdc5b845e8e1f2080248df,2,delay_machine_code.0,6,6,0.0,6,0.0
02-4701b0b9ce625dd7502bfe7640e0cf00,2,sdc_hci_data_put,20,20,0.0,20,0.0
02-4775e79e5a5577b4cf3ec6fcb4243772,2,ocrypto_ecdh_p256_public_key,40,40,0.0,,
02-47a8c6a340ad4255425a41f79b3fc16b,2,ocrypto_ecdh_p256_common_secret,56,56,0.0,,
02-4884926a5614179cef591cbdbfd81742,2,ocrypto_curve_p256_to32bytes,4,4,0.0,,
02-4bad7a6401e781b067bb23360f2a14dc,2,sdc_hci_cmd_vs_zephyr_read_static_addresses,164,164,0.0,72,-56.1
02-4bc77f1fb879c6b6f25742d27c12f22e,2,__device_dts_ord_119,20,,,,
02-4c910ad40d2bbdc4872ea801e028a073,2,ocrypto_curve_p256_to64bytes,26,26,0.0,,
02-4f22ba7b5d42ca7f3f12d71ce804dfc1,2,sdc_hci_cmd_vs_zephyr_write_bd_addr,4,4,0.0,4,0.0
02-4f2689dcc252b6c3fe0dc5db85677444,2,__device_dts_ord_87,20,,,,
02-50484c19f1afdaf3841a0d821ed393d2,2,kernel,16200,16200,0.0,15726,-2.93
02-50e3390154a5f071db315c73020338d4,2,sdc_hci_cmd_le_rand,4,4,0.0,4,0.0
02-5170d5382a77c6f1ddc9beedc901869c,2,__ultoa_invert,172,172,0.0,172,0.0
02-51f07bbcf76d88565b5acfd4928ec136,2,sdc_hci_cmd_le_read_resolving_list_size,4,4,0.0,4,0.0
02-520f94d47632a4952c833c0f20be3413,2,sxhashalg_sha2_256,,,,32,
02-5351878682c188a502023f4f38873db6,2,smp_security_request,4,4,0.0,4,0.0
02-5381d1a58cfe50698c7b2e2ce9518e7b,2,sdc_init,188,172,-8.51,184,-2.13
02-54a005cc528cb36555e5783a8223e5e5,2,inv_a,32,32,0.0,,
02-573442d06ab6a002b4cd74a58fc90b5b,2,bt_addr_none,6,6,0.0,6,0.0
02-58b83e141b8c683f1b0cd83a84724a15,2,__file_str_put,16,16,0.0,16,0.0
02-58c328b7e5056d96b54a2412fb133afe,2,ocrypto_mod_p256_cneg,58,58,0.0,,
02-590949f79777c9a10e217b8f9aca2c81,2,sdc_hci_cmd_vs_zephyr_read_chip_temp,44,44,0.0,44,0.0
02-592b84e0a35452fa25095224184147d1,2,mpsl_timeslot_session_close,60,60,0.0,60,0.0
02-592dcfacd5a731b6b8903a07502c41cd,2,base_point,64,64,0.0,,
02-59e1d417d3fb311949f47213a6b744b1,2,mpsl_dppi_fixed_channels_set,48,48,0.0,48,0.0
02-5a6bf318202fe7ce224ff3f356ceba36,2,__device_dts_ord_63,,,,20,
02-5bb65ab7043dabfde91cf27dfd89d026,2,__device_dts_ord_3,20,20,0.0,20,0.0
02-5c755b935c34bbd087828cc738c0beee,2,__device_dts_ord_12,20,20,0.0,20,0.0
02-5d44dcda813b24bcee43a2b82b301db4,2,sdc_hci_cmd_le_set_scan_response_data,4,4,0.0,4,0.0
02-5e98023bc6cae943b9312984fc7ff7e4,2,sdc_support_phy_update_peripheral,28,28,0.0,28,0.0
02-5fbc4915e6b39f7766a422e51c53c211,2,smp_pairing_rsp,,,,4,
02-610578b64fa37bb1a37e326970e4e57d,2,__device_dts_ord_118,,20,,,
02-6162e99835511f7b602464c21af3d141,2,__device_dts_ord_127,,20,,,
02-62d6c3e5945e539a91a32870c8cc4829,2,__device_dts_ord_99,20,,,,
02-645ee04a8ee9517a31abc98578ca35d4,2,mpsl_fem_lna_configuration_clear,12,12,0.0,12,0.0
02-6568cd012f97149c797f738b07b1fd12,2,plat_str.2,16,16,0.0,16,0.0
02-660b3af0d37c78bae983a1cbd203c197,2,sxhashalg_sha2_224,,,,32,
02-66f81d98ca6725e89a34d8fab6c4d6e3,2,__device_dts_ord_107,,20,,,
02-67143de1f87f4fa6789437e0643a2352,2,__device_dts_ord_115,20,,,,
02-676b69744b13b9a4e38499db2414fb88,2,port_offset.1,16,16,0.0,16,0.0
02-688151b51fdffdadc9ca97ffd24cd63d,2,sdc_hci_cmd_le_read_adv_physical_channel_tx_power,4,4,0.0,4,0.0
02-68a56c3e2433272c86cbe6332db118d4,2,pages_layout.1,8,8,0.0,8,0.0
02-6a5eb215dc803c7120a300de42f1bcb3,2,sdc_hci_cmd_le_read_suggested_default_data_length,4,4,0.0,4,0.0
02-6c5e8387bbbdfa593956d4998b59c4dc,2,sdc_hci_cmd_vs_set_adv_randomness,4,4,0.0,4,0.0
02-6da920faf70d6b63656abd45f7b44302,2,sdc_hci_cmd_vs_set_role_priority,4,4,0.0,4,0.0
02-6df9d491c5ffbe70c4e28ad7dd9e7fbf,2,MPSL_IRQ_CLOCK_Handler,216,216,0.0,228,5.56
02-6ec5fe6d64666f022230311e08203cbd,2,sdc_hci_cmd_le_read_max_data_length,4,4,0.0,4,0.0
02-6f8a2ba378e72cc149a13b6a01570f34,2,ocrypto_curve_p256_scalarmult_base,12,12,0.0,,
02-7023d7b4753b15c295f9f9957e4c3b96,2,__device_dts_ord_123,,20,,,
02-716af30655f8f3d9b32750dca746ddfb,2,memset,16,16,0.0,16,0.0
02-72d4bd12d6ca07360602e0d6cbc8dc4b,2,memcpy,,26,,26,0
02-735f9b6bdbce80cb1c546be5fce38fae,2,ocrypto_mod_p256_inv,350,350,0.0,,
02-73d3a702db472629f27b06ac8f056476,2,strlen,16,16,0.0,16,0.0
02-7694f4a66316e53c8cdd9d9954bd611d,2,q,32,32,0.0,,
02-7736057c32147420811ed38bea05b459,2,__device_dts_ord_64,20,20,0.0,20,0.0
02-779f8a3a8c60f325a2171a2653d27f6e,2,zephyr,1098,1098,0.0,1126,2.55
02-783cad94f71d8877d877302361df9c24,2,mpsl_fem_enable,12,12,0.0,12,0.0
02-7859d73cf10b06acdb95735aa31ce1f8,2,__aeabi_memcpy,26,,,,
02-79eda979854e9e7c1840e67644c27c08,2,puts,,,,64,
02-7a8119598c637a152f8e4657abecee04,2,qp1,32,32,0.0,,
02-7a83a14aa1d12ccb76deb6003e9b5c54,2,cracen_mac_verify_setup,,,,4,
02-7a89d7924aca15af011233ea71ca9034,2,mpsl_clock_hfclk_latency_set,10,10,0.0,32,220.0
02-7c3b0e2a281cce518549f780a8e2866e,2,mpsl_temperature_get,124,124,0.0,124,0.0
02-7dfd0916e87aaa90a45bf1ec3391e970,2,subsys,52980,53032,0.1,53049,0.13
02-7ff7df998f71fceec5e640ad433745de,2,sdc_hci_cmd_cb_read_authenticated_payload_timeout,4,4,0.0,4,0.0
02-804298ebeaf91b8fc3ef71301cb15dc3,2,sdc_support_dle_peripheral,28,28,0.0,28,0.0
02-84519718f8019b6411f1c7ee46c59007,2,ocrypto_mod_p256_from_bytes,50,50,0.0,,
02-84917115db7fc982cd67bd759fd0890c,2,SystemCoreClock,4,4,0.0,4,0.0
02-84d6ed06b5ca719e3b4a46bd60a0a021,2,sdc_hci_cmd_le_set_adv_enable,4,4,0.0,4,0.0
02-851cfadb14da2e07a741e8bb29642ea9,2,strnlen,24,24,0.0,24,0.0
02-867f3bf537a9ea236d2ba4ae74ab6ede,2,__libc_fini_array,,,,44,
02-884fdb594b5171106a60be208b8acb92,2,att_exec_write_req,4,4,0.0,4,0.0
02-8962c1ff77e59dd48a517c9976741097,2,smp_central_ident,,,,4,
02-89a59689861225eb508a89e526638dd8,2,bt_dev,376,376,0.0,376,0.0
02-8b6ef024d40242371d2a93cf8197143b,2,__device_dts_ord_77,,,,20,
02-8c00c2c5a2a7a54831e7b1126273f874,2,__device_dts_ord_96,,,,20,
02-8c3c4cb5331a457c9abfc8d0850d84dc,2,sdc_support_le_2m_phy,28,28,0.0,28,0.0
02-8c3ec30198f12308919f16fb5091c8f9,2,param_a,32,32,0.0,,
02-8c891d1d45dfdee521ee427923633f52,2,sdc_hci_cmd_le_read_phy,4,4,0.0,4,0.0
02-8ed7b3c7cdc60a5cce7f1da2f1bb6a4c,2,strcpy,16,16,0.0,16,0.0
02-8fe82be134debbb9190760615767752e,2,mpsl_init,164,164,0.0,164,0.0
02-90efe5ec2897aad082d9275a9410de6a,2,mpsl_fem_pa_configuration_clear,12,12,0.0,12,0.0
02-916af099fb31f40f2ff6625d916f6c87,2,sdc_hci_cmd_le_read_filter_accept_list_size,4,4,0.0,4,0.0
02-9206433725e82eadcc5c1d3f5822c28e,2,ocrypto_curve_p256_from64bytes,100,100,0.0,,
02-921440b41839024f0126dfd0684505c2,2,sdc_hci_cmd_le_read_transmit_power,4,4,0.0,4,0.0
02-92eef30d704f8c56eb40ad735c3943ca,2,sdc_hci_cmd_vs_zephyr_read_key_hierarchy_roots,164,164,0.0,58,-64.63
02-98b935d6bafc44e4278829dcb286b160,2,smp_signing_info,4,4,0.0,4,0.0
02-9908203b01d15ea10ff9a71735132c76,2,transitions.0,12,12,0.0,12,0.0
02-99b40c02b326985044c94c234b7a5e64,2,chr.1,4,4,0.0,4,0.0
02-99f07fb4ea17c443473a57d45c73d950,2,sdc_hci_cmd_le_set_event_mask,10,10,0.0,10,0.0
02-9a53d0dc753eab54114bfd69e00b4bce,2,sdc_hci_cmd_le_long_term_key_request_negative_reply,8,8,0.0,8,0.0
02-9a9906e747a71649b05ef9c87f228c81,2,parameters.0,8,8,0.0,8,0.0
02-9b8c441126f7e441abf32b52812793ed,2,gatt_conn_auth_info_cb.1,16,16,0.0,16,0.0
02-9baa5c10260d30c2cb450c88b371fada,2,mpsl_fem_pa_power_control_set,12,12,0.0,12,0.0
02-9bc894b2200860e125237fe9d03f95c3,2,__device_dts_ord_95,,20,,,
02-9d41fe67dc88faa6ffb8b11058d20744,2,l2cap_disconnected,2,2,0.0,2,0.0
02-9e66669842ebd8ee4ec58c8520c0ab08,2,sdc_hci_cmd_le_add_device_to_resolving_list,4,4,0.0,4,0.0
02-9f531f8b1f20944d54615b364f472cb5,2,__aeabi_ldiv0,,2,,2,0
02-a0e04b8d1d2476cc3a44036570c22a37,2,__device_dts_ord_65,20,20,0.0,,
02-a10fb57ab35492532b658313749ae6cd,2,p256_zaddc,204,204,0.0,,
02-a3aa508ba7cd60a8b3f8ae28a783b630,2,__device_dts_ord_23,,,,20,
02-a72e02fcd8540aa41124b36bd269be77,2,sdc_hci_cmd_le_read_channel_map,4,4,0.0,4,0.0
02-a9457c77faced5c1c5d7d1b3479693e7,2,bt_smp_sign,6,6,0.0,6,0.0
02-ab868278d8658ce36899515ff3f885a0,2,mpsl_timeslot_session_open,124,124,0.0,124,0.0
02-ac47e75ecda8d524fa17fd821d4bce54,2,__device_dts_ord_122,,20,,,
02-b5041da60dd6d17fbce0d1dce1636675,2,__device_dts_ord_57,20,20,0.0,,
02-b675d2fe9f42c898e3a4836fd7c44fbe,2,platform_free_uninit,2,2,0.0,2,0.0
02-b72e6a8d651cb2f3f5504424b734da09,2,bt_addr_any,6,6,0.0,6,0.0
02-b7caad746afad4d73ec831ff1b9513da,2,sdc_build_revision_get,36,36,0.0,36,0.0
02-b89bfde627a60c39266ab081adab5aac,2,sdc_hci_cmd_vs_min_val_of_max_acl_tx_payload_set,4,4,0.0,4,0.0
02-ba5c6f861f34e2c79eaa921981723767,2,sdc_disable,44,40,-9.09,36,-18.18
02-ba68b53c23e6ebabea40d1f37e95dc53,2,strncmp,36,36,0.0,36,0.0
02-babe32a5f64dce84480a6da9eebb38a4,2,__aeabi_idiv0,2,,,,
02-be8da0e5e35f5ce53fead1bded6cbee3,2,sdc_cfg_set,380,416,9.47,448,17.89
02-bec6ce0af34f934bb2f370638696dee8,2,MPSL_IRQ_RADIO_Handler,44,44,0.0,44,0.0
02-bf8c62203a98fe64279cbbbe9f4ae317,2,mpsl_tx_power_radio_supported_power_adjust,32,32,0.0,32,0.0
02-c4f3de7a94dea27d60750ff34c854c14,2,sdc_hci_cmd_vs_conn_event_extend,4,4,0.0,4,0.0
02-c51784f8f20c0f6e4c6508e8658bb77e,2,sdc_hci_cmd_vs_event_length_set,4,4,0.0,4,0.0
02-c694df211e08d36f9405f0e859b53a9f,2,mpsl_fem_pa_configuration_set,12,12,0.0,12,0.0
02-c712a2cef9ffae5d12904ef5fb693956,2,sdc_hci_cmd_cb_reset,28,28,0.0,28,0.0
02-c7d5f8495162588e6bb8a9e1975c45e7,2,soc,216,212,-1.85,232,7.41
02-c8c8082df8fbbfb22d7423667d8429e2,2,hex.4,17,17,0.0,17,0.0
02-ca3b42262d076be9de958f043f2b26ca,2,__device_dts_ord_56,,,,20,
02-cb6829ceee542dbdb1e71daedd5779a0,2,strtoul,204,204,0.0,204,0.0
02-cb75feab554681f8c14ea42c55611316,2,sdc_hci_cmd_ip_read_bd_addr,4,4,0.0,4,0.0
02-cb827609341c41f4f8ba303a3651a4dd,2,mpsl_cx_register_callback,12,12,0.0,12,0.0
02-ccee81d8756473fc081dc0c67d5c05a2,2,initial_run.2,1,1,0.0,1,0.0
02-cd42a2cea7ceae03cab7ed043e9e1f96,2,mpsl_timeslot_request,182,182,0.0,182,0.0
02-cd99509fe1cfec288a4f4a671e700c9b,2,mpsl_clock_hfclk_request,32,32,0.0,44,37.5
02-cf397e45a526062d48bc03ff694759a6,2,sdc_hci_cmd_le_set_resolvable_private_address_timeout,4,4,0.0,4,0.0
02-d3baf36213d9be20b87c0bbb61f70211,2,ocrypto_curve_p256_scalarmult,364,364,0.0,,
02-d3f32b9e3c5b79e3df751a5669cea100,2,sdc_hci_cmd_le_set_phy,4,4,0.0,4,0.0
02-d3f48812cd481e287e743eff085eba44,2,pub_key_cb.0,8,8,0.0,,
02-d436eb0fd9de10b54a828ce6435f7e81,2,include,1662,1660,-0.12,1710,2.89
02-d599c52746e99c6568daa0b1d1fffdd2,2,levels.0,24,24,0.0,24,0.0
02-d59d9202487733ae0cf23af19d54cf7f,2,bt_addr_le_any,7,7,0.0,7,0.0
02-d6194c68fcc7e79bb57401be603cb1cc,2,arch,3440,3440,0.0,3312,-3.72
02-d67b6edc7aa0640d0cba6d644588262c,2,mpsl_fem_caps_get,12,12,0.0,,
02-d70efbaa31c0a51d4fd5b2eabe622a51,2,sdc_hci_cmd_le_set_random_address,4,4,0.0,4,0.0
02-d8812829e89f59083522afd6a2e36e32,2,mpsl_fem_init,14,14,0.0,14,0.0
02-d894ab5b1aa1ff87695a6f46024bc328,2,sdc_hci_cmd_cb_read_transmit_power_level,4,4,0.0,4,0.0
02-d89d9f270b219f5a792bdf88ed8b8999,2,sdc_hci_cmd_le_set_address_resolution_enable,4,4,0.0,4,0.0
02-dac908d149f1f60f9d573cbf837037b6,2,sdc_hci_cmd_cb_write_authenticated_payload_timeout,4,4,0.0,4,0.0
02-daff8b41793ecc4f91ba2911b8d0377c,2,mpsl_cx_granted_ops_get,12,12,0.0,12,0.0
02-db7c998204c31b747319f23aabef45f1,2,mpsl_fem_disable,12,12,0.0,12,0.0
02-dc46df748e7b0eb8da1d6cff089ebb09,2,snprintf,88,88,0.0,88,0.0
02-de643018a75c3d58c27d5f49aafb2537,2,sdc_hci_cmd_vs_llpm_mode_set,4,4,0.0,,
02-de6ffced7aa4c17d26887c5033084f09,2,__device_dts_ord_120,,,,20,
02-df0893220c993ffbeb28b75726e081f7,2,nrf,20446,20446,0.0,33583,64.25
02-df25453e0e4cf059a75512a00220a87d,2,salt.0,16,16,0.0,16,0.0
02-dffef8c5c84dbb62653a82abf81e6beb,2,MPSL_IRQ_RTC0_Handler,24,24,0.0,24,0.0
02-e0637335fe10794739dca787873fe40b,2,bt_addr_le_none,7,7,0.0,7,0.0
02-e0d19047522e6df33edf0dea1e9e724b,2,__device_dts_ord_76,20,20,0.0,,
02-e23efbcab2ac4a10f27bbc1077827880,2,param_b,32,32,0.0,,
02-e36d737fa4a8cf5074e86f88db7e649d,2,sdc_hci_cmd_le_read_buffer_size,4,4,0.0,4,0.0
02-e3de8bfda49cb34f755453b77dc7359a,2,sdc_hci_cmd_le_encrypt,4,4,0.0,4,0.0
02-e43ba0f48394441ab7ea863d6da2fcbd,2,mpsl_dppi_fixed_channels_clear,36,36,0.0,36,0.0
02-e8acc63b1e238f3255c900eed37254b8,2,lib,5256,5256,0.0,5400,2.74
02-e9790f600363be0f8f0a72bf939d18e2,2,sdc_hci_cmd_vs_qos_conn_event_report_enable,12,12,0.0,12,0.0
02-eb6f5521617ef5229d5f07865b8ace94,2,MPSL_IRQ_TIMER0_Handler,20,20,0.0,20,0.0
02-ed936896233620bbef288705cca2fc9c,2,mpsl_timeslot_session_count_set,70,70,0.0,70,0.0
02-ee5fe10904086488b93783648af4b107,2,cracen_initialized.0,4,4,0.0,4,0.0
02-efcd5df1d485cb0a428e9ff99c7cf5bc,2,mpsl_cx_request,12,12,0.0,12,0.0
02-f1ab11887e0dae965edda2003c9b6ae6,2,sdc_support_peripheral,44,40,-9.09,40,-9.09
02-f24f62eeb789199b9b2e467df3b1876b,2,exit,,,,28,
02-f41bc883bfb28da6965314aa59a5f14a,2,mpsl_cx_release,12,12,0.0,12,0.0
02-f577f6ffd4f764d0e2493f4888c5ab92,2,sdc_hci_cmd_le_remove_device_from_filter_accept_list,4,4,0.0,4,0.0
02-f5ac70f5916b7e3176cc2ba7dc780566,2,__device_dts_ord_109,,,,20,
02-f5c79d9d103a7314910698747d6bd8fd,2,__device_dts_ord_110,20,,,,
02-f93956a45370803544826a6dec09a7bf,2,sdc_hci_cmd_cb_set_event_mask_page_2,10,10,0.0,10,0.0
02-fa557c79fec4ff1bb618b71f82bc2290,2,sdc_hci_cmd_le_set_privacy_mode,4,4,0.0,4,0.0
02-fa87a29cec6f9ce04d9b2ed8dde0080e,2,report_map.0,63,63,0.0,63,0.0
02-fc3eebaed2cb0cda8e1f0fa7154015cc,2,sdc_enable,176,164,-6.82,96,-45.45
02-fe69fd0a878b10d190c924b2398bad9c,2,drivers,12041,12157,0.96,12203,1.35
02-ff02fe4efedb9216ae16fb00240807db,2,mpsl_fem_lna_configuration_set,12,12,0.0,12,0.0
02-ff5da1fc1073848afb40ba15005e5b35,2,__device_dts_ord_125,,,,20,
03-020a8cfa922969a0b9035333f45988c3,3,ncs,3092,3092,0.0,3112,0.65
03-071c0719c67955bb75a799d3fae5d0c2,3,isr_tables.c,1084,1084,0.0,1084,0.0
03-0800fc577294c34e0b28ad2839435945,3,hash,,,,128,
03-08f2c7846e02f19ae7b28b995b34587c,3,hal_nordic,6,6,0.0,6,0.0
03-0b0760e072413088ea8460c3b4f43dbe,3,spi,2570,2570,0.0,2562,-0.31
03-0fea6a13c52b4d4725368f24b045ca84,3,cache,24,24,0.0,24,0.0
03-1690758d260872877fc13335f50e5bb2,3,spinlock_validate.c,88,88,0.0,88,0.0
03-1a4ed29befb37b814e1adce39b64ef5a,3,kheap.c,484,484,0.0,484,0.0
03-1cb1159e7da1396bb694434a958c45ce,3,init.c,700,700,0.0,700,0.0
03-20a2fb1756e57575dd4d370cac1f07a7,3,condvar.c,,,,212,
03-213c7980207cea7201cff8d664caf150,3,clock_control,1262,1258,-0.32,1258,-0.32
03-220b2a9ccbd0bf6d61dd085da17c5380,3,work.c,2810,2810,0.0,2870,2.14
03-225e8a3fe20e95f6cd9b9e10bfe5eb69,3,adc,1536,1536,0.0,1552,1.04
03-239d44f09ba4c853288f72de00e8538b,3,timeout.c,1194,1194,0.0,1192,-0.17
03-261ec5b4f78e6414af1f2102e74f4980,3,mutex.c,622,622,0.0,726,16.72
03-2b3583e6e17721c54496bd04e57a0c15,3,utils,1704,1704,0.0,1708,0.23
03-2c127bf32ccb4edf2bf22fea5a00e494,3,timer,444,444,0.0,444,0.0
03-2e5d8aa3dfa8ef34ca5131d20f9dad51,3,settings,1612,1612,0.0,2288,41.94
03-2eb9a102efc2c5e76b739c50b558b39a,3,xip.c,52,52,0.0,56,7.69
03-37a184204b9448f00fb83003d8a6cc69,3,entropy,106,106,0.0,84,-20.75
03-3fedd55aa249fcb8886ab4476d5a5df4,3,events.c,498,498,0.0,498,0.0
03-4d4a9aa362b6ffe089fd2e992ccf4f5f,3,heap,1578,1578,0.0,1578,0.0
03-4fb69dc1bf667cfbc2b05dc5fd51e674,3,thread.c,334,334,0.0,330,-1.2
03-5820979d7ad53bb60580bee266f9d384,3,msg_q.c,756,756,0.0,840,11.11
03-5ae9b7f211e23aac3df5f2b8f3b8eada,3,crypto,2308,2308,0.0,6000,159.97
03-6406e0607655451a77bcf0a54c3d637c,3,pinctrl,407,407,0.0,407,0.0
03-6c90e8978ae0cba686caef23f41ebb71,3,mem_mgmt,12,12,0.0,12,0.0
03-74136b24217cb75599440e6e1d807cf7,3,serial,524,524,0.0,536,2.29
03-75cd9b613b8633e4c20e9b5020da2011,3,timer.c,576,576,0.0,576,0.0
03-7764e463c73a54e4bb79b9b9e419e145,3,pwm,640,640,0.0,648,1.25
03-779f8a3a8c60f325a2171a2653d27f6e,3,zephyr,1662,1660,-0.12,1710,2.89
03-7abb446738b4dfa1b0d7734371b8946e,3,net_buf,1594,1594,0.0,1558,-2.26
03-7bca95052a036e1dc82f07529fd2b44d,3,idle.c,64,64,0.0,64,0.0
03-7ddf32e17a6ac5ce04a8ecbf782ca509,3,random,32,32,0.0,32,0.0
03-7dfd0916e87aaa90a45bf1ec3391e970,3,subsys,18222,18222,0.0,31359,72.09
03-820f20aaff1a08fa09ed2471da8e8e10,3,sem.c,448,448,0.0,572,27.68
03-955871c9778abe2297251e689899dcdc,3,gpio,1166,1166,0.0,1166,0.0
03-9abfc3fa0a586782b875ee02ad45dcd8,3,bluetooth,47026,47078,0.11,46573,-0.96
03-a39401275d1b300aa789fb22aea4148a,3,flash,2450,2450,0.0,2486,1.47
03-a5618994268beaa9fba3b5fc78562a8b,3,queue.c,556,556,0.0,616,10.79
03-a7f3eb49d6fb4ccbbe593eb48c2bd096,3,device.c,74,74,0.0,74,0.0
03-a94562fb46c3ca23d4dd8798cc3464cf,3,nordic,216,212,-1.85,232,7.41
03-ab36abef0cdebd2f84424ad4d17e286b,3,i2c,824,944,14.56,948,15.05
03-ad8a2265fa17b7808fca5ae77cada94f,3,logging,214,214,0.0,214,0.0
03-bc7b36fe4d2924e49800d9b3dc4a325c,3,fs,3838,3838,0.0,3682,-4.06
03-bc957e26ff41470c556ee5d09e96880b,3,misc,2,2,0.0,2,0.0
03-bda16fa0e64e7aad8ddd86b71b0c308c,3,system_work_q.c,60,60,0.0,60,0.0
03-bfafd813d7ea65ee4db1f09d7c8ffbf4,3,console,88,88,0.0,88,0.0
03-c4de0655302956f48d32155b4d80f44d,3,busy_wait.c,8,8,0.0,8,0.0
03-c80a73b78d3d460ce9f1d222a87714b0,3,poll.c,1578,1578,0.0,416,-73.64
03-cde9e8dec3ca8de88aa6cf61c1c0252c,3,hal,10851,10899,0.44,11369,4.77
03-d436eb0fd9de10b54a828ce6435f7e81,3,include,56,56,0.0,56,0.0
03-da1fe2b4f26525ab43e1476ed51c23d8,3,sched.c,4012,4012,0.0,3678,-8.33
03-dbdec1f2df92b57fa3cef80445426a24,3,fatal.c,224,224,0.0,224,0.0
03-dd302f94682dbd2a114d63b0433602e0,3,os,210,210,0.0,210,0.0
03-ddecebdea58b5f264d27f1f7909bab74,3,storage,246,246,0.0,248,0.81
03-e5823ba08cf6f8acc6662017ec572078,3,libc,110,110,0.0,158,43.64
03-e8acc63b1e238f3255c900eed37254b8,3,lib,1452,1452,0.0,1444,-0.55
03-f1f3a153101f852d1c4ec66f6e755471,3,mem_slab.c,560,560,0.0,648,15.71
03-f3474cdd6a817f1ae88af8b1ea224b15,3,mempool.c,110,110,0.0,110,0.0
03-f5ad59c5401fea3f2df0703d958fdc97,3,crc,60,60,0.0,60,0.0
03-f843a7390a4012d214747466b1f97def,3,timeslicing.c,388,388,0.0,388,0.0
03-f926b3e222d7afee57071b2256839701,3,arm,3440,3440,0.0,3312,-3.72
03-fe69fd0a878b10d190c924b2398bad9c,3,drivers,716,716,0.0,724,1.12
03-ff154c0ad97c0dfa9c535e0c3c3f381f,3,init_static.c,2,2,0.0,2,0.0
04-013cf98c5024c224fa95de8df815cb61,4,handle_flush,2,2,0.0,2,0.0
04-0145d036cc1c843e1dd82d75d3f2a73b,4,z_pend_curr,212,212,0.0,212,0.0
04-0186b62759bfbbf56bb8eed4d5fcd7bd,4,oberon-psa-crypto,750,750,0.0,5164,588.53
04-02974eb362d11d66d6e3c88fb176a8b9,4,add_event,98,98,0.0,,
04-0300d5aad6862b5c6002a102b3e7b805,4,__init_k_sys_work_q_init,8,8,0.0,8,0.0
04-0404dc2c16d4bcf2ce68e7523868a995,4,submit_to_queue_locked,212,212,0.0,212,0.0
04-044db9b7919cfafda6d31399eac85f4a,4,__init_statics_init_pre,8,8,0.0,8,0.0
04-0466f8255ca969a25d1b5237b97716cd,4,cancel_async_locked,102,102,0.0,102,0.0
04-050abdc2cab6aaa5518c49efde4b6c21,4,z_sched_prio_cmp,18,18,0.0,,
04-0591fde52cb021e21414b153f5e33385,4,z_impl_k_wakeup,,,,144,
04-05c43e7cc483c17fddcbd43056369d38,4,z_impl_k_queue_peek_head,8,8,0.0,8,0.0
04-05ed5d6dd88e99895c49d7aae4ccf22c,4,event_walk_op,48,48,0.0,48,0.0
04-06211195169bf1614c1b19bd943c0250,4,z_impl_k_sem_give,116,116,0.0,176,51.72
04-093009b7bbd462f4b0c9e00a48beb894,4,z_sched_init,16,16,0.0,16,0.0
04-0a6860e83a5bef7351fe2f9e60a849ec,4,init_mem_slab_obj_core_list,64,64,0.0,64,0.0
04-0b9c08a206795235ac5e456297109b56,4,z_reschedule_irqlock,40,40,0.0,40,0.0
04-0dbfbb2e45596669ae25bc37ee28dba4,4,assert.c,44,44,0.0,44,0.0
04-10cd395cf71c18328c863c08e78f3fd0,4,services,452,452,0.0,452,0.0
04-12593e4fd3f8603a12a812fe66e377b8,4,z_init_static,2,2,0.0,2,0.0
04-14f14bae508c48a90a4c4e196672872f,4,k_work_submit,12,12,0.0,12,0.0
04-15a9c5522d179884c1dc35202bce8ba7,4,flash_map,246,246,0.0,248,0.81
04-1746aea4cab77b7417101baafeffafa4,4,sys_clock_tick_get,120,120,0.0,120,0.0
04-17f3c8150bbe6d2746c1b69a8505383b,4,timeout_list,8,8,0.0,8,0.0
